Snapshot Date,Snapshot Month,Symbol,Sector,Industry,Archetype,Economic Sensitivity,Investor Role,Mkt Cap Cr,52W Low,CMP,52W High,Buy 20% Less,Day Chg%,1W Return %,1M Return %,Trend,Technical Setup,RSI,Vol Spike,Beta,EPS,PE,Book Value,P/B,Div Yield%,Fair Val,Rev Growth%,ROE%,ROA%,Debt/Equity,News Summary & Digest,Sentiment & Score,News Source,Strengths,Weaknesses,Quality Score,Valuation Score,Timing Score,Total Score,Buying Zone,Buy/Sell Price Range,Final Action
2026-08-31,2026-08,JSWINFRA,Industrials,Marine Shipping,INDUSTRIAL_CAPEX,High,Cyclical,"₹79,862 Cr",233.42,340,355.8,-4.44%,-0.86,-0.06,8.83,Strong Uptrend,🟢 Tight Base,48.3,0.33,1.27,7.15,48.24,52.17,6.61,0.26,₹143,19,,,59,"19 articles, dominant topic: general. JSW Infrastructure's (NSE:JSWINFRA) Profits May Not Reveal Underlying Issues - simplywall.st (mostly general-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, scanx.trade",✓ Strong REV GROWTH 19.0%,✗ High debt (59.0x) | ✗ Expensive PE (48.2x) | ✗ Expensive P/B (6.6x),8,4,15,27,❌ WAIT,> ₹157,WATCH
2026-08-31,2026-08,UNOMINDA,Consumer Cyclical,Auto Parts,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹72,760 Cr",994,1276,1382,-7.67%,0,1.97,8.09,Strong Uptrend,🟡 Consolidating,50.3,0.84,1.3,20.77,60.66,108.18,11.65,0.21,₹415,16.91,,,37.74,"25 articles, dominant topic: general. Uno Minda Limited's (NSE:UNOMINDA) P/E Still Appears To Be Reasonable - simplywall.st (mostly general-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, vinanet.vn",✓ Strong REV GROWTH 16.9%,✗ High debt (37.7x) | ✗ Expensive PE (60.7x) | ✗ Expensive P/B (11.7x),8,3,13,24,❌ WAIT,> ₹457,WATCH
2026-08-31,2026-08,ITBEES,,,ETF,Low-Medium,Index / Allocation,,28.55,34.32,44.27,-22.48%,-1.1,1.18,0.59,Downtrend,🟡 Consolidating,39.3,0.95,0.81,,19.72,,,,₹35,,,,,"9 articles, dominant topic: dividends. ITBEES ETF Profile: Dividends, Returns (NSE:ITBEES) - TradingView (mostly dividends-related coverage, no strong signal)",Neutral,"TradingView, Univest, The Times of India",✓ Oversold RSI (39.3) — good entry | ✓ Broad index / asset allocation,✗ Below 200-day MA — long-term trend broken,30,20,10,60,🟢 ACCUMULATE,₹31 – ₹35,ACCUMULATE
2026-08-31,2026-08,NH,Healthcare,Medical Care Facilities,QUALITY_GROWTH,Medium,Long-term Growth,"₹38,388 Cr",1589,1907.2,2093.3,-8.89%,-1.29,2.55,-6.01,Uptrend,🟡 Consolidating,61.6,0.69,0.8,39.4,47.97,223.4,8.46,0.24,₹985,43.83,,,129.03,"53 articles, dominant topic: order_wins. NH Forecast — Price Target — Prediction for 2027 - TradingView (bullish signals: order win, profit rises)",Bullish (3/10),"TradingView, simplywall.st, Univest",✓ Strong REV GROWTH 43.8% | ✓ Bullish news signal (3/10) — positive momentum,✗ High debt (129.0x) | ✗ Expensive P/B (8.5x),10,6,12,28,❌ WAIT,"> ₹1,084",WATCH
2026-08-31,2026-08,ACC,Basic Materials,Building Materials,INDUSTRIAL_CAPEX,High,Cyclical,"₹24,523 Cr",1251.7,1276.5,1987,-35.76%,-2.29,-1.88,-5.96,Strong Downtrend,🟡 Consolidating,30.5,1.92,1.22,101.34,12.89,1094.35,1.19,0.58,"₹2,027",20.24,,,2.08,"45 articles, dominant topic: earnings. ACC LIMITED Share Price - Live NSE: ACC Stock Price & Chart - Upstox (bullish signals: profit rises, strong growth)",Bullish (2/10),"Upstox, Business Standard, simplywall.st",✓ Strong REV GROWTH 20.2% | ✓ Attractive PE (12.9x) | ✓ Attractive P/B (1.2x) | ✓ Oversold RSI (30.5) — good entry,✗ High debt (2.1x) | ✗ Below 200-day MA — long-term trend broken,11,25,11,47,🔎 INVESTIGATE WHY,"< ₹1,621",HOLD
2026-08-31,2026-08,KIRLPNU,Industrials,Specialty Industrial Machinery,INDUSTRIAL_CAPEX,High,Cyclical,"₹9,466 Cr",495.05,714.6,1098.55,-34.95%,-1.2,-2.06,-3.59,Uptrend,🔵 Pullback,36.6,0.58,0.84,20.21,36.05,96.13,7.58,0.82,₹404,9.13,,,0.27,"10 articles, dominant topic: dividends. Is It Smart To Buy Kirloskar Pneumatic Company Limited (NSE:KIRLPNU) Before It Goes Ex-Dividend? - simplywall.st (mostly dividends-related coverage, no strong signal)",Neutral,"simplywall.st, scanx.trade, vinanet.vn",✓ Oversold RSI (36.6) — good entry,✗ Weak REV GROWTH 9.1% | ✗ Expensive P/B (7.6x),5,8,20,33,❌ WAIT,> ₹445,WATCH
2026-08-31,2026-08,CYIENT,Industrials,Conglomerates,INDUSTRIAL_CAPEX,High,Cyclical,"₹10,191 Cr",750.3,1174.8,1284.7,-8.55%,6.08,29.23,38.59,Uptrend,🟠 Volatile,89,1.54,1.16,34.63,28.27,514.32,1.9,3.52,₹693,-1.25,,,7.53,"57 articles, dominant topic: corporate_actions. Cyient Share Price - Upstox (mostly corporate_actions-related coverage, no strong signal)",Neutral,"Upstox, simplywall.st, Business Standard",✓ Attractive P/B (1.9x) | ✓ Good dividend yield (3.5%),✗ Poor REV GROWTH -1.2% | ✗ High debt (7.5x) | ✗ Overbought RSI (89.0) — wait,0,24,10,34,❌ WAIT,> ₹762,WATCH
2026-08-31,2026-08,TIINDIA,Industrials,Conglomerates,INDUSTRIAL_CAPEX,High,Cyclical,"₹55,904 Cr",2164.9,2780,3419.9,-18.71%,-2.11,-3.47,1.04,Uptrend,🔵 Pullback,50,0.37,1.1,31.46,91.8,400.48,7.21,0.16,₹629,17.48,,,27.72,"24 articles, dominant topic: dividends. TIINDIA Forecast — Price Target — Prediction for 2027 - TradingView (mostly dividends-related coverage, no strong signal)",Neutral,"TradingView, simplywall.st, vinanet.vn",✓ Strong REV GROWTH 17.5%,✗ High debt (27.7x) | ✗ Expensive PE (91.8x) | ✗ Expensive P/B (7.2x),8,4,13,25,❌ WAIT,> ₹692,WATCH
2026-08-31,2026-08,JSWENERGY,Utilities,Utilities - Independent Power Producers,INDUSTRIAL_CAPEX,High,Cyclical,"₹99,589 Cr",427.75,520.4,617.35,-15.70%,-2.78,-4.46,-6.18,Uptrend,🟠 Volatile,13.7,3.39,0.91,12.72,42.73,175.1,3.1,0.37,₹254,62.77,,,229.16,"33 articles, dominant topic: corporate_actions. JSW Energy Share Price - Live NSE: JSWENERGY Stock Price & Chart - Upstox (bullish signals: expansion plan)",Neutral,"Upstox, simplywall.st, TradingView",✓ Strong REV GROWTH 62.8% | ✓ Deeply oversold RSI (13.7) | ✓ Volume spike 3.4x on uptrend,✗ High debt (229.2x) | ✗ Expensive PE (42.7x) | ✗ Expensive P/B (3.1x),10,4,30,44,❌ WAIT,> ₹280,HOLD
2026-08-31,2026-08,TECHNOE,Industrials,Engineering & Construction,INDUSTRIAL_CAPEX,High,Cyclical,"₹11,679 Cr",870,982.05,1575,-37.65%,-4.24,-1.6,0.18,Strong Downtrend,🟠 Volatile,35.7,0.86,1.49,36.89,27.22,357.56,2.81,0.9,₹738,43.33,,,1.74,"19 articles, dominant topic: general. We Ran A Stock Scan For Earnings Growth And Techno Electric & Engineering (NSE:TECHNOE) Passed With Ease - simplywall.st (mostly general-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, HDFC Sky",✓ Strong REV GROWTH 43.3% | ✓ Oversold RSI (35.7) — good entry,✗ Below 200-day MA — long-term trend broken,12,16,10,38,❌ WAIT,> ₹812,HOLD
2026-08-31,2026-08,IT,,,DEFAULT,,,,28.54,34.32,44.49,-22.86%,-0.9,1.45,0.5,Downtrend,🟡 Consolidating,38.9,0.55,0.78,,19.04,,,,₹36,,,,,"100 articles, dominant topic: dividends. Metro Brands Limited (NSE:METROBRAND) Looks Like A Good Stock, And It's Going Ex-Dividend Soon - simplywall.st (bearish signals: cuts guidance)",Neutral,"simplywall.st, ETV Bharat, Business Standard",✓ Attractive PE (19.0x) | ✓ Oversold RSI (38.9) — good entry,✗ Below 200-day MA — long-term trend broken,0,15,10,25,❌ WAIT,₹32 – ₹36,WATCH
2026-08-31,2026-08,MAHKTECH,,,DEFAULT,,,,21,22.72,35.59,-36.16%,-0.13,-0.48,-4.09,Strong Downtrend,🟡 Consolidating,19.9,1.11,0.55,,17.43,,,,₹26,,,,,"6 articles, dominant topic: dividends. Mirae Asset Hang Seng TECH ETF Share Price Today – MAHKTECH (Live NSE/BSE) - INDmoney (mostly dividends-related coverage, no strong signal)",Neutral,"INDmoney, TradingView, Upstox",✓ Attractive PE (17.4x) | ✓ Deeply oversold RSI (19.9),✗ Below 200-day MA — long-term trend broken,0,15,15,30,❌ WAIT,₹21 – ₹23,WATCH
2026-08-31,2026-08,POLICYBZR,Financial Services,Insurance Brokers,FINANCIAL_INSURANCE,Low-Medium,Defensive,"₹83,089 Cr",1364,1875,1974,-5.02%,3.51,5.04,17.08,Strong Uptrend,🟡 Consolidating,77.7,0.86,0.73,16.16,111.28,158.22,11.37,,₹316,36.5,,,4.92,"25 articles, dominant topic: promoter_activity. PB Fintech Limited Just Recorded A 15% EPS Beat: Here's What Analysts Are Forecasting Next - simplywall.st (bullish signals: upgrade)",Neutral,"simplywall.st, TradingView, vinanet.vn",✓ Strong REV GROWTH 36.5% | ✓ Golden Cross — momentum turning positive,✗ Expensive P/B (11.4x) | ✗ Overbought RSI (77.7) — wait,20,2,15,37,❌ WAIT,> ₹348,HOLD
2026-08-31,2026-08,LUPIN,Healthcare,Drug Manufacturers - Specialty & Generic,QUALITY_GROWTH,Medium,Long-term Growth,"₹99,913 Cr",1875,2188.4,2529.5,-13.48%,0.78,0.02,-9.38,Downtrend,🟡 Consolidating,29.7,0.96,0.55,120.74,18.1,491.02,4.45,0.82,"₹3,018",23.86,,,29.39,"58 articles, dominant topic: approvals. Why You Might Be Interested In Lupin Limited (NSE:LUPIN) For Its Upcoming Dividend - simplywall.st (mostly approvals-related coverage, no strong signal)",Neutral,"simplywall.st, CNBC TV18, Business Standard",✓ Strong REV GROWTH 23.9% | ✓ Attractive PE (18.1x) | ✓ Deeply oversold RSI (29.7),✗ High debt (29.4x) | ✗ Below 200-day MA — long-term trend broken,10,24,15,49,❌ WAIT,"< ₹2,415",HOLD
2026-08-31,2026-08,KPIL,Industrials,Engineering & Construction,INDUSTRIAL_CAPEX,High,Cyclical,"₹23,760 Cr",1007.1,1400.9,1479.6,-5.32%,1.05,0.86,8.63,Strong Uptrend,🟡 Consolidating,60.7,0.63,0.88,66.59,20.89,455.38,3.06,0.79,"₹1,332",21.74,,,45.81,"43 articles, dominant topic: order_wins. Why You Might Be Interested In Kalpataru Projects International Limited (NSE:KPIL) For Its Upcoming Dividend - simplywall.st (bullish signals: bags order, order win; bearish signals: stake sale)",Bullish (3/10),"simplywall.st, Moneycontrol.com, Univest",✓ Strong REV GROWTH 21.7% | ✓ Bullish news signal (3/10) — positive momentum,✗ High debt (45.8x) | ✗ Expensive P/B (3.1x),10,13,12,35,❌ WAIT,"₹1,332 – ₹1,465",HOLD
2026-08-31,2026-08,JSL,Basic Materials,Steel,COMMODITY_CYCLICAL,Very High,Cyclical,"₹58,744 Cr",652.25,702.15,884,-20.57%,-0.43,-0.04,-4.04,Strong Downtrend,🟠 Volatile,38.7,2.5,1.1,39.35,18.12,54.63,13.05,0.56,₹315,9.31,,,37.52,"46 articles, dominant topic: earnings. Jindal Stainless Limited (NSE:JSL) Yearly Results: Here's What Analysts Are Forecasting For This Year - simplywall.st (mostly earnings-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, The Economic Times",✓ Oversold RSI (38.7) — good entry,✗ High debt (37.5x) | ✗ Expensive PE (18.1x) | ✗ Expensive P/B (13.1x),3,3,10,16,❌ WAIT,> ₹346,AVOID
2026-08-31,2026-08,TATACAP,Financial Services,Credit Services,FINANCIAL_NBFC,Medium-High,Financial/Growth,"₹1,56,292 Cr",296,367.9,390.2,-5.72%,-2.08,0.95,0.68,Strong Uptrend,🟢 Tight Base,50.9,0.34,0.93,12.8,28.96,108.76,3.41,0.15,₹163,10.44,,,502.93,"10 articles, dominant topic: general. TATACAP Forecast — Price Target — Prediction for 2027 - TradingView (mostly general-related coverage, no strong signal)",Neutral,"TradingView, scanx.trade, INDmoney",,,4,8,13,25,❌ WAIT,> ₹179,WATCH
2026-08-31,2026-08,GOLDBEES,,,ETF,Low-Medium,Index / Allocation,,83.1,127.32,148.14,-14.05%,-2.7,-4.29,8.72,Uptrend,🟡 Consolidating,54.8,1.65,0.7,,,,,,,,,,,"10 articles, dominant topic: general. Nippon India ETF Gold BeES Share Price NSE/BSE - Live Price Charts & Performance - HDFC Sky (mostly general-related coverage, no strong signal)",Neutral,"HDFC Sky, Sahi, Univest",✓ Broad index / asset allocation,,30,20,13,63,🟢 ACCUMULATE,,ACCUMULATE
2026-08-31,2026-08,DIXON,Technology,Consumer Electronics,QUALITY_GROWTH,Medium,Long-term Growth,"₹91,142 Cr",9600,14850,18471,-19.60%,1.37,1.92,5.7,Strong Uptrend,🟡 Consolidating,65.2,0.53,1.53,340.94,43.97,897.73,16.7,0.05,"₹8,524",25.77,,,18.46,"100 articles, dominant topic: earnings. Whirlpool, Kalyan Jewellers, Dixon Tech, others surge up to 8%; how did consumer durable stocks move today? - Upstox (bullish signals: strong growth, upgrade; bearish signals: downgrade)",Bullish (4/10),"Upstox, simplywall.st, Business Standard",✓ Strong REV GROWTH 25.8% | ✓ Bullish news signal (4/10) — positive momentum,✗ High debt (18.5x) | ✗ Expensive P/B (16.7x),10,6,12,28,❌ WAIT,"> ₹9,376",WATCH
2026-08-31,2026-08,BANKBEES,,,ETF,Low-Medium,Index / Allocation,,515.98,595.58,638.99,-6.79%,-0.08,0.15,0.56,Uptrend,🔵 Pullback,51.2,0.6,1.1,,14.27,,,,₹835,,,,,"2 articles, dominant topic: general. BANKBEES ETF Price and Chart — NSE:BANKBEES - TradingView (mostly general-related coverage, no strong signal)",Neutral,"TradingView, HDFC Sky",✓ Broad index / asset allocation,,30,20,13,63,🟢 ACCUMULATE,< ₹668,ACCUMULATE
2026-08-31,2026-08,BLACKBUCK,Technology,Software - Application,QUALITY_GROWTH,Medium,Long-term Growth,"₹11,027 Cr",496,593.8,748,-20.61%,0.96,-1.75,9.46,Uptrend,🟡 Consolidating,57.7,0.6,1.12,9.26,65.37,77.87,7.77,,₹232,52.11,,,4.16,"45 articles, dominant topic: promoter_activity. BlackBuck Limited Just Beat Revenue By 20%: Here's What Analysts Think Will Happen Next - simplywall.st (bullish signals: upgrade; bearish signals: stake sale)",Neutral,"simplywall.st, TradingView, Upstox",✓ Strong REV GROWTH 52.1%,✗ High debt (4.2x) | ✗ Expensive PE (65.4x),10,6,13,29,❌ WAIT,> ₹255,WATCH
2026-08-31,2026-08,RECLTD,Financial Services,Credit Services,INDUSTRIAL_CAPEX,High,Cyclical,,304.05,323.3,390.5,-17.21%,2.05,-1.4,-12.92,Downtrend,🟡 Consolidating,29.7,1.23,1.22,60.76,5.37,319.8,1.02,1.89,"₹1,215",-0.3,,,607.46,"22 articles, dominant topic: corporate_actions. REC Limited's (NSE:RECLTD) Low P/E No Reason For Excitement - simplywall.st (mostly corporate_actions-related coverage, no strong signal)",Neutral,"simplywall.st, CNBC TV18, vinanet.vn",✓ Attractive PE (5.4x) | ✓ Attractive P/B (1.0x) | ✓ Deeply oversold RSI (29.7),✗ Poor REV GROWTH -0.3% | ✗ High debt (607.5x) | ✗ Below 200-day MA — long-term trend broken,0,28,15,43,🔎 INVESTIGATE WHY,< ₹972,HOLD
2026-08-31,2026-08,HINDPETRO,Energy,Oil & Gas Refining & Marketing,COMMODITY_CYCLICAL,Very High,Cyclical,"₹79,410 Cr",316.2,365.75,508.45,-28.07%,0.48,-1.67,-1.32,Strong Downtrend,🟡 Consolidating,42.6,1.38,1.58,7.85,47.54,308.04,1.21,6.52,₹63,0.99,,,85.37,"48 articles, dominant topic: dividends. Hindustan Petroleum (NSE:HINDPETRO) stock performs better than its underlying earnings growth over last five years - simplywall.st (mostly dividends-related coverage, no strong signal)",Neutral,"simplywall.st, TradingView, Moneycontrol.com",✓ Good dividend yield (6.5%),✗ High debt (85.4x) | ✗ Expensive PE (47.5x) | ✗ Below 200-day MA — long-term trend broken,3,16,5,24,❌ WAIT,> ₹69,WATCH
2026-08-31,2026-08,PRICOLLTD,Consumer Cyclical,Auto Parts,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹9,515 Cr",446.25,803.25,823,-2.40%,4.23,1.56,15.3,Strong Uptrend,🟠 Volatile,68,1.55,1.13,21.98,35.52,102.96,7.58,0.51,₹440,51.24,,,30.21,"19 articles, dominant topic: dividends. Pricol Share Price - Live NSE: PRICOLLTD Stock Price & Chart - Upstox (mostly dividends-related coverage, no strong signal)",Neutral,"Upstox, simplywall.st, TradingView",✓ Strong REV GROWTH 51.2%,✗ High debt (30.2x) | ✗ Expensive P/B (7.6x),8,9,10,27,❌ WAIT,> ₹484,WATCH
2026-08-31,2026-08,WAAREEENER,Technology,Solar,QUALITY_GROWTH,Medium,Long-term Growth,"₹75,796 Cr",2403,2605,3865,-32.60%,-1.33,-2.61,-2.81,Strong Downtrend,🟠 Volatile,28.4,2.05,0.91,132.48,19.89,502.2,5.25,0.15,"₹3,312",83.72,,,21.4,"32 articles, dominant topic: earnings. Waaree Energies Limited Just Missed Earnings - But Analysts Have Updated Their Models - simplywall.st (bullish signals: expansion plan, profit rises)",Bullish (2/10),"simplywall.st, TradingView, Upstox",✓ Strong REV GROWTH 83.7% | ✓ Attractive PE (19.9x) | ✓ Deeply oversold RSI (28.4) | ✓ Bullish news signal (2/10) — positive momentum,✗ High debt (21.4x) | ✗ Below 200-day MA — long-term trend broken,10,19,16,45,❌ WAIT,"< ₹2,650",HOLD
2026-08-31,2026-08,STAR,Healthcare,Drug Manufacturers - Specialty & Generic,QUALITY_GROWTH,Medium,Long-term Growth,"₹9,060 Cr",768.65,1025,1231,-16.73%,0.5,3.16,0,Uptrend,🟡 Consolidating,55.5,0.89,0.63,66.1,14.87,337.15,2.92,0.51,"₹1,652",5.38,,,55.82,"80 articles, dominant topic: earnings. STAR Forecast — Price Target — Prediction for 2027 - TradingView (bearish signals: show cause notice)",Neutral,"TradingView, simplywall.st, Moneycontrol.com",✓ Attractive PE (14.9x) | ✓ Attractive P/B (2.9x),✗ Weak REV GROWTH 5.4% | ✗ High debt (55.8x),2,27,13,42,🔎 INVESTIGATE WHY,"< ₹1,322",HOLD
2026-08-31,2026-08,GLENMARK,Healthcare,Drug Manufacturers - Specialty & Generic,QUALITY_GROWTH,Medium,Long-term Growth,"₹68,815 Cr",1792.6,2480,2474,0.24%,-1.29,3.84,11.13,Strong Uptrend,🟡 Consolidating,72,1.79,0.88,63.6,38.34,372.48,6.55,0.31,"₹1,590",27.12,,,5.65,"60 articles, dominant topic: acquisitions. Glenmark Pharmaceuticals Limited (NSE:GLENMARK) Looks Like A Good Stock, And It's Going Ex-Dividend Soon - simplywall.st (bullish signals: record high, upgrade; bearish signals: stake sale)",Bullish (3/10),"simplywall.st, Upstox, Moneycontrol.com",✓ Strong REV GROWTH 27.1% | ✓ Bullish news signal (3/10) — positive momentum,✗ High debt (5.7x) | ✗ High RSI (72.0),10,9,12,31,❌ WAIT,"> ₹1,749",WATCH
2026-08-31,2026-08,CGPOWER,Industrials,Electrical Equipment & Parts,INDUSTRIAL_CAPEX,High,Cyclical,"₹1,36,284 Cr",525.5,916,980.9,-6.62%,3.04,4.39,6.09,Strong Uptrend,🟡 Consolidating,60.1,1.42,1,7.91,109.36,50.61,17.09,0.15,₹158,25.11,,,1.45,"39 articles, dominant topic: management. CG Power and Industrial Solutions' (NSE:CGPOWER) Solid Earnings May Rest On Weak Foundations - simplywall.st (bullish signals: upgrade; bearish signals: downgrade)",Neutral,"simplywall.st, TradingView, Investing.com India",✓ Strong REV GROWTH 25.1%,✗ Expensive PE (109.4x) | ✗ Expensive P/B (17.1x),12,4,10,26,❌ WAIT,> ₹174,WATCH
2026-08-31,2026-08,SHADOWFAX,Industrials,Integrated Freight & Logistics,INDUSTRIAL_CAPEX,High,Cyclical,"₹14,438 Cr",98.55,258.48,268.65,-3.79%,5.35,-0.71,6.41,Uptrend,🟠 Volatile,56.1,0.74,1.09,2.88,85.47,29.69,8.29,,₹58,69.1,,,14.16,"48 articles, dominant topic: earnings. SHADOWFAX Stock Price and Chart — NSE:SHADOWFAX - TradingView (bullish signals: profit rises; bearish signals: stake sale)",Neutral,"TradingView, Indian Transport & Logistics, Upstox",✓ Strong REV GROWTH 69.1%,✗ High debt (14.2x) | ✗ Expensive PE (85.5x) | ✗ Expensive P/B (8.3x),10,4,3,17,❌ WAIT,> ₹63,AVOID
2026-08-31,2026-08,ZFCVINDIA,Consumer Cyclical,Auto Parts,CONSUMER_DISCRETIONARY,Medium-High,Growth/Cyclical,"₹29,457 Cr",2050.3333,2534.6,3044,-16.73%,-1.3,-4.36,4.83,Strong Uptrend,🟡 Consolidating,37.2,0.63,0.69,898.82,2.88,324.29,7.98,0.15,"₹17,976",7.83,,,,"21 articles, dominant topic: general. ZF Commercial Vehicle Control System India Ltd (ZFCVINDIA) Share Price - Business Today (mostly general-related coverage, no strong signal)",Neutral,"Business Today, TradingView, simplywall.st",✓ Attractive PE (2.9x) | ✓ Oversold RSI (37.2) — good entry,✗ Expensive P/B (8.0x),3,19,20,42,🔎 INVESTIGATE WHY,"< ₹14,381",HOLD
2026-08-31,2026-08,BSE,Financial Services,Financial Data & Stock Exchanges,FINANCIAL_CAPITAL_MARKETS,High,Market-sensitive,"₹1,35,062 Cr",2021.5,3282,4446.8,-26.19%,-3.61,-0.93,-9.99,Uptrend,🟡 Consolidating,28.7,1.3,1.36,68.7,48.41,194.17,17.13,0.3,"₹1,374",63.84,,,,"100 articles, dominant topic: general. Stock Market Holiday Alert: BSE And NSE To Be Closed For 9 Days In September - NDTV Profit (mostly general-related coverage, no strong signal)",Neutral,"NDTV Profit, NDTV, The Economic Times",✓ Strong REV GROWTH 63.8% | ✓ Deeply oversold RSI (28.7),✗ Expensive PE (48.4x),8,3,25,36,❌ WAIT,"> ₹1,511",HOLD
